cname,tname,year,role,,,,
Danny Elfman,Seder-Masochism,2018,soundtrack,7.4,"Animation, Comedy, Fantasy, History, Musical",Nina Paley,"Loosely following a traditional Passover Seder, events from the Book of Exodus are retold by Moses, Aharon, the Angel of Death, Jesus, and the director's own father. But there's another side to this story: that of the Goddesses, humanity's earliest deities. 'Seder-Masochism' resurrects the Great Mother in a tragic struggle against the forces of patriarchy."
Danny Elfman,The Tonight Show Starring Jimmy Fallon,2018,soundtrack,7.1,"Comedy, Music, Talk-Show",,N/A
Danny Elfman,Fifty Shades Freed,2018,soundtrack,4.5,"Drama, Romance, Thriller",James Foley,"Believing they have left behind shadowy figures from their past, newlyweds Christian (Jamie Dornan) and Ana (Dakota Johnson) fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins."
Danny Elfman,"Don't Worry, He Won't Get Far on Foot",2018,soundtrack,6.8,"Biography, Comedy, Drama",Gus Van Sant,"After Portland slacker John Callahan (Joaquin Phoenix) nearly loses his life in a car accident, the last thing he intends to do is give up drinking. But when he reluctantly enters treatment - with encouragement from his girlfriend (Rooney Mara) and a charismatic sponsor (Jonah Hill) - Callahan discovers a gift for drawing edgy, irreverent newspaper cartoons that develop a national following and grant him a new lease on life. Based on a true story, this poignant, insightful and often funny drama about the healing power of art is adapted from Callahan's autobiography and directed by two-time Oscar® nominee Gus Van Sant. Jack Black, Carrie Brownstein, Beth Ditto and Kim Gordon also star."
Danny Elfman,The Color of Memory,2017,soundtrack,N/A,"Short, Drama","Dana Dae, Brandon Daniel",N/A
Danny Elfman,Granada Reports,N/A,soundtrack,6.2,News,,"A long-running British local ITV newscast for the Granada North West region, including a short 4 minute lunchtime bulletin, a main 30 minute evening bulletin, and a 12 minute late bulletin broadcast on Monday to Friday, plus one 6 minute evening bulletin on Saturday and Sunday."
Danny Elfman,Hollywood in Vienna,N/A,soundtrack,8.7,Music,,N/A
Danny Elfman,Justice League,2017,soundtrack,6.1,"Action, Adventure, Fantasy, Sci-Fi",Zack Snyder,"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy. Together, Batman and Wonder Woman work quickly to find and recruit a team of meta-humans to stand against this newly awakened threat. But despite the formation of this unprecedented league of heroes-Batman, Wonder Woman, Aquaman, Cyborg and The Flash-it may already be too late to save the planet from an assault of catastrophic proportions."
Danny Elfman,Cannonball,2017,soundtrack,6.2,"Action, Comedy, Game-Show",,N/A
Danny Elfman,Atop the Fourth Wall,2010,soundtrack,7.2,"Comedy, Sci-Fi",,"Linkara is a witty, sarcastic young adult who reviews comic books of very poor detail, ranging from bad artwork to bad writing. Occasionally, characters from the comics as well as the comics themselves come to life and terrorize Linkara. Not only that, but other-worldly creatures often invade his house and try to take him hostage. He survives it all using his vast knowledge of comics and their many faults."
Danny Elfman,Murder Burger,2017,soundtrack,N/A,"Short, Horror",Cliff Allen,N/A
Danny Elfman,Curriculum,2017,soundtrack,N/A,"Short, Comedy",Thomas Midena,N/A
Danny Elfman,Lakesong,2017,soundtrack,9.6,"Short, Drama, Fantasy",Douglas Gibbens,"When her grandfather mysteriously drowns in the lake behind his cottage home, Claire is determined to find answers. What she discovers is that there may be some truth in the fantastical...and what she seeks may be lurking in the water. Winner of the Danny Elfman Project: Rabbit & Rogue for its use of the composition Gamelan."
Danny Elfman,Natural Promotion,2017,soundtrack,N/A,"Short, Fantasy",Sean Oliver,N/A
Danny Elfman,The Bridge,N/A,soundtrack,N/A,"Short, Fantasy",Matt Eckholm,N/A
Danny Elfman,The Forgotten Corner,2017,soundtrack,N/A,Short,Mario Schmolka,"Rachel DeSinclaire ( Katja Schmolka) is single and lives by herself in her apartment in Los Angeles, Santa Monica. One day after many many years her friend Sophie appears in her life again. Rachel remembers when they met for the first time. They had an unusual very close friendship when they were children. Rachel's friend Sophie is not human, but a spirit."
Danny Elfman,Blank Class,2017,soundtrack,7.6,"Short, Fantasy","Diego Mejia Lartilleux, Carolina Mejia",N/A
Danny Elfman,The Yule Cat: Jólakötturinn,2017,soundtrack,N/A,"Animation, Short",Justin East,N/A
Danny Elfman,Amelia's Story,2017,soundtrack,N/A,"Short, Drama",,N/A
Danny Elfman,Losing Time,N/A,soundtrack,N/A,"Short, Fantasy",Lisa Stock,N/A
Danny Elfman,Saturday on Earth,2017,soundtrack,8.6,"Short, Fantasy",Jess Canty,N/A
Danny Elfman,The White Bear Problem,2017,soundtrack,N/A,"Short, Drama",Frank Luchs,N/A
Danny Elfman,Mystery Science Theater 3000,2017,soundtrack,8.1,"Comedy, Drama, Horror, Mystery, Sci-Fi, Talk-Show, Thriller",,"Set in the not-too-distant future, a Gizmonic Institute employee is lured to the dark side of the moon by third-generation mad scientist Kinga Forrester and her flunky, Max. He is sat in front of cheesy movies with his robot buddies and forced to tortuously watch bad movies in their entirety as these mad scientists study the effects on his mind."
Danny Elfman,The Blacklist,2016,soundtrack,8,"Crime, Drama, Mystery, Thriller",,"A highly articulate, erudite and intelligent businessman and mastermind, ""Red"" Reddington, has allegedly been on the ""10 Most Wanted List"" of various U.S. law enforcement agencies for over 20 years. The legend is that Red is as elusive as he is clever, controlling a labyrinth of creative enterprises, coupled with uncanny ability to gather and finesse information at the drop of a hat. On the first day at FBI for a new female profiler fresh out of Quantico, Red offers to bandy wits with the FBI. Red promises to deliver various criminals and plots previously unknown to any branch of law enforcement... and all Red requests in return is to choose his muse."
Danny Elfman,Just Add Magic,2016,soundtrack,8.4,"Comedy, Drama, Family, Fantasy",,"Kelly Quinn and her two BFF's, Darbie and Hannah, stumble upon her grandmother's mysterious cookbook in the attic and discover some far from ordinary recipes. When the Shut'em Up Shortcake silences Kelly's pesky little brother and the Healing Hazelnut Tart heals Darbie's ankle, the girls discover they have the power of magic. A single-camera live-action pilot based on the popular book."
Danny Elfman,Cleo and Mason Run This Bitch,2016,soundtrack,N/A,"Short, Comedy",Anthony Neustadt,N/A
Danny Elfman,Annedroids,2013,soundtrack,6.3,"Action, Family, Sci-Fi",,Eleven-year old genius and kid-scientist Anne has invented and built her own amazing androids. Nick discovers Anne's secret junkyard laboratory and enlists the help of Shania to befriend Anne and her mechanical companions. Together they help solve Anne's scientific problems through real-life solutions.
Danny Elfman,Life & Death,2016,soundtrack,N/A,"Short, Biography",Michael J. Mantsourani Jr.,N/A
Danny Elfman,Before I Wake,2016,soundtrack,6.2,"Drama, Fantasy, Horror, Thriller",Mike Flanagan,"Jessie and Mark decide to take in a sweet and loving 8-year-old boy, Cody. Unbeknownst to them, Cody is terrified of falling asleep. At first, they assume his previous unstable homes caused his aversion to sleep, but soon discover why: Cody's dreams manifest in reality as he sleeps. In one moment, they experience the incredible wonder of Cody's imagination, and in the next, the horrific nature of his night terrors. To save their new family, Jessie and Mark embark on a dangerous hunt to uncover the truth behind Cody's nightmares."
Danny Elfman,Crap You!,2016,soundtrack,7.9,"Short, Horror",Theo Taplitz,N/A
Danny Elfman,The Great Everything & the Nothing,2016,soundtrack,8.8,Mystery,Tom Garrett,"After a short live-action sequence, we are hurtled into an unveiled tour of our problems as a species, and then introduced to the beautifully simple solutions. For the first time in human history, we have the wisdom, the resources and the technology, available to us, to cater for every single persons basic human needs on this planet, without unnecessarily harming our home planet or our neighboring animals, and to a standard so high that we can't even comprehend it at this point in time. A wonderful blend of Logic & Love, of fascinating technologies and cleansed perception."
Danny Elfman,Alvin and the Chipmunks: The Road Chip,2015,soundtrack,4.9,"Adventure, Comedy, Family, Fantasy, Music, Musical",Walt Becker,"Alvin, Simon, Theodore have been living with, and annoying, Dave Seville for about 8 years now. Now they discover that Dave has a girlfriend and worry that he'll dump them for her. To save their relationship with Dave, the Chipmunks must find a way to stop him from proposing."
Danny Elfman,The Completionist,2015,soundtrack,7.2,"Short, Comedy",,"Since September 30, 2011, Jirard ""Dragonrider"" Khalil has been completing games and reviewing them. He often has guests on the show, including good friends Alex Faciane and Jon Jafari. He also once had a cohost in Greg Robert Wilmot, who left the show in 2015. You will see Khalil give the game a Completionist Rating ""Complete it, Finish it, Play it, Look at it, and Donate it."" This show has had tons of spin-offs, such as Defend It, Super Scope Show, and Top Tens."
Danny Elfman,Lego Dimensions,2015,soundtrack,7.8,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","James McLoughlin, Arthur Parsons, Justin Villiers, Jon Burton",N/A
